event_id,source_id,source_package,source_file,road_type,road_section_type,city,location_label,traffic_condition,collection_time_period,speed_bin,overlap_type,ego_id,cutin_id,reference_frame,reference_time_definition,keyframe1,keyframe2,keyframe3,keyframe4,keyframe5,ego_speed_kmh,cutin_speed_kmh,relative_speed_kmh,longitudinal_gap_m,longitudinal_gap_signed_m,lateral_speed_mps,cutin_angle_deg,cutin_duration_s,ttc_s,thw_s,min_ttc_s,min_thw_s,ego_max_decel_mps2,cutin_lateral_accel_mps2,sample_quality,quality_notes
DJI_20250802080125_0001_V::Ego_3864_CutIn_3678_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_3864_CutIn_3678_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3864,3678,6292,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",5959,5959,6292,643,643,56.264,66.301,10.037,58.889,,0.813,-0.383,15.7,,3.768,18.685,2.913,-1.281,0.57,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_3986_CutIn_4079_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_3986_CutIn_4079_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,3986,4079,6568,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6221,6221,6568,6641,6641,56.448,75.614,19.166,10.374,,0.082,-3.112,14,,0.662,,0.004,-0.216,0.81,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_4159_CutIn_3835_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_4159_CutIn_3835_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,4159,3835,6547,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6056,6056,6547,6668,6668,52.52,51.736,-0.785,74.425,,0.323,1.69,20.4,341.369,5.101,41.647,5.098,-0.496,0.615,valid,
DJI_20250802080125_0001_V::Ego_415_CutIn_318_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_415_CutIn_318_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,415,318,1007,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",506,506,1007,1066,1066,54.85,61.031,6.181,69.658,,0.508,-2.89,18.667,,4.576,46.153,4.32,-1.37,0.675,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_4182_CutIn_4129_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_4182_CutIn_4129_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,4182,4129,6475,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6255,6255,6475,6684,6684,51.577,55.757,4.18,10.661,,0.567,0.649,14.3,,0.744,7.484,0.597,-1.914,0.54,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_4302_CutIn_4290_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_4302_CutIn_4290_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,4302,4290,6607,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6347,6347,6607,6684,6684,41.677,41.058,-0.619,13.984,,0.065,1.237,11.233,110.291,1.208,55.984,0.384,-1.026,0.645,valid,
DJI_20250802080125_0001_V::Ego_4425_CutIn_4377_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_4425_CutIn_4377_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,0-40,normal,4425,4377,6586,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",6442,6442,6586,6684,6684,36.097,35.647,-0.45,5.91,,0.003,-0.842,8.067,86.731,0.589,4.739,0.554,-2.801,0.525,valid,
DJI_20250802080125_0001_V::Ego_446_CutIn_457_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_446_CutIn_457_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,446,457,995,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",68,68,995,1092,1092,65.65,69.502,3.852,18.953,,0.807,-0.371,13.733,,1.039,,0.004,-0.456,0.855,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_498_CutIn_446_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_498_CutIn_446_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,498,446,1117,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",67,67,1117,1138,1138,70.232,69.102,-1.13,29.051,,0.221,-0.63,15.6,104.126,1.489,15.27,1.484,-0.311,0.69,valid,
DJI_20250802080125_0001_V::Ego_49_CutIn_53_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_49_CutIn_53_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,49,53,362,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",0,0,362,402,402,65.614,62.413,-3.2,27.879,,0.464,2.494,13.4,40.801,1.529,22.577,1.502,-0.249,0.525,valid,
DJI_20250802080125_0001_V::Ego_4_CutIn_48_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_4_CutIn_48_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,4,48,106,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",0,0,106,282,282,51.347,59.357,8.01,10.877,,0.489,0.315,9.4,,0.763,,0.224,-0.133,0.945,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_513_CutIn_506_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_513_CutIn_506_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,513,506,831,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",786,786,831,1135,1135,65.948,95.713,29.765,13.694,,0.105,-1.219,11.633,,0.747,,0.207,-0.5,1.545,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_526_CutIn_509_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_526_CutIn_509_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,526,509,955,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",788,788,955,1263,1263,51.318,69.973,18.655,46.18,,0.56,-0.819,15.833,,3.24,,1.356,-0.238,1.05,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_528_CutIn_278_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_528_CutIn_278_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,528,278,839,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",421,421,839,1009,1009,69.095,48.964,-20.131,152.844,,0.558,1.629,19.6,51.015,7.963,35.381,6.549,,0.93,valid,
DJI_20250802080125_0001_V::Ego_528_CutIn_341_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_528_CutIn_341_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,528,341,908,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",529,529,908,1059,1059,70.603,57.971,-12.632,144.849,,0.561,1.086,17.667,42.694,7.385,32.431,6.138,,0.51,valid,
DJI_20250802080125_0001_V::Ego_585_CutIn_474_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_585_CutIn_474_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,80-100,normal,585,474,1026,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",715,715,1026,126,126,84.038,54.72,-29.318,120.611,,0.565,7.65,18.167,15.427,5.175,7.582,2.801,-1.361,0.75,valid,
DJI_20250802080125_0001_V::Ego_599_CutIn_606_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_599_CutIn_606_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,599,606,1392,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1039,1039,1392,142,142,71.86,79.484,7.625,12.158,,0.487,1.698,12.7,,0.609,,0.002,-0.412,0.945,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_628_CutIn_550_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_628_CutIn_550_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,628,550,1231,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",878,878,1231,131,131,56.07,73.822,17.752,153.732,,0.18,-2.863,14.4,,9.87,,9.83,-0.416,0.615,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_658_CutIn_657_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_658_CutIn_657_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,658,657,123,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",117,117,123,1624,1624,53.762,68.839,15.077,11.152,,0.292,-0.561,15.133,,0.747,,0.164,-1.195,0.75,review,missing_required_metric
DJI_20250802080125_0001_V::Ego_854_CutIn_668_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_854_CutIn_668_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,854,668,1746,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1216,1216,1746,177,177,56.174,55.004,-1.17,150.432,,0.3,-2.369,18.467,68.055,9.641,54.23,9.495,-1.418,0.735,valid,
DJI_20250802080125_0001_V::Ego_854_CutIn_715_Event1,DJI_20250802080125_0001_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080125_0001_V/ScenarioExtraction/cutin_scenarios/Ego_854_CutIn_715_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,854,715,1869,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1322,1322,1869,1927,1927,56.214,50.011,-6.203,141.404,,0.133,-4.86,20.167,85.714,9.068,54.23,9.033,-1.418,0.585,valid,
DJI_20250802080517_0002_V::Ego_1007_CutIn_1019_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1007_CutIn_1019_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1007,1019,1911,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",152,152,1911,193,193,69.091,84.553,15.462,26.72,,0.756,0.264,13.667,,1.392,,0,-1.255,1.17,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1014_CutIn_869_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1014_CutIn_869_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1014,869,176,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1127,1127,176,1778,1778,51.095,56.632,5.537,125.17,,0.151,0.83,21.7,,8.818,122.277,4.286,-0.488,0.39,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1014_CutIn_997_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1014_CutIn_997_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1014,997,1773,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",144,144,1773,1817,1817,51.426,76.201,24.775,128.251,,0.129,-3.748,12.567,,8.977,122.277,4.286,-0.488,0.75,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1026_CutIn_1006_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1026_CutIn_1006_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1026,1006,1631,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1493,1493,1631,2037,2037,58.205,60.613,2.408,37.858,,0.196,0.186,18.133,,2.347,15.194,1.341,-0.608,0.69,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_103_CutIn_49_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_103_CutIn_49_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,103,49,39,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",7,7,39,386,386,64.422,89.345,24.923,7.57,,0.028,-1.44,12.633,,0.423,,0.114,-0.49,0.825,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1069_CutIn_960_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1069_CutIn_960_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1069,960,1834,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1338,1338,1834,1897,1897,53.464,53.618,0.155,156.308,,0.129,-3.321,18.633,,10.523,106.978,10.215,-0.384,0.33,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1094_CutIn_1067_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1094_CutIn_1067_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1094,1067,1952,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1657,1657,1952,2162,2162,53.017,57.917,4.9,45.583,,0.054,1.575,16.833,,3.095,,2.211,-2.815,0.585,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1133_CutIn_1085_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1133_CutIn_1085_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,80-100,normal,1133,1085,2072,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1686,1686,2072,2154,2154,81.497,70.967,-10.53,60.449,,0.564,0.707,15.6,22.337,2.67,17.992,2.442,-0.185,0.735,valid,
DJI_20250802080517_0002_V::Ego_1194_CutIn_1056_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1194_CutIn_1056_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1194,1056,2001,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1629,1629,2001,2137,2137,50.548,64.462,13.914,26.194,,0.381,1.54,16.933,,1.865,123.586,1.727,,0.69,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1194_CutIn_1102_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1194_CutIn_1102_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1194,1102,2124,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1756,1756,2124,2266,2266,53.24,62.33,9.09,26.078,,0.417,1.706,17,151.504,1.763,81.315,1.563,-0.065,0.6,valid,
DJI_20250802080517_0002_V::Ego_1194_CutIn_1131_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1194_CutIn_1131_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1194,1131,2365,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1858,1858,2365,2407,2407,56.819,65.462,8.644,28.316,,0.321,1.941,18.3,,1.794,81.315,1.563,-0.065,0.555,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1317_CutIn_1227_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1317_CutIn_1227_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1317,1227,2388,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1969,1969,2388,2398,2398,72.756,73.678,0.922,64.077,,0.795,0.344,14.3,,3.17,72.574,3.151,-0.187,0.855,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1420_CutIn_1236_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1420_CutIn_1236_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,60-80,normal,1420,1236,2394,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",1987,1987,2394,244,244,71.042,63.774,-7.268,143.734,,0.33,0.945,15.1,73.147,7.283,42.35,7.244,-1.18,0.645,valid,
DJI_20250802080517_0002_V::Ego_1531_CutIn_1546_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1531_CutIn_1546_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1531,1546,2677,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2454,2454,2677,2951,2951,46.174,60.944,14.771,6.575,,0.371,2.657,16.567,,0.513,,0.001,-0.188,0.585,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1567_CutIn_1371_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1567_CutIn_1371_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1567,1371,2583,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2169,2169,2583,2688,2688,55.534,57.578,2.045,51.452,,0.51,2.082,17.3,,3.335,225.924,3.273,-0.143,0.855,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1567_CutIn_1512_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1567_CutIn_1512_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1567,1512,2746,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2366,2366,2746,2894,2894,54.281,60.988,6.707,57.665,,0.34,2.047,17.6,,3.824,225.924,3.273,-0.328,0.54,review,missing_required_metric
DJI_20250802080517_0002_V::Ego_1713_CutIn_1721_Event1,DJI_20250802080517_0002_V,DRIVEResearch_expressway_1h_cutin_scenarios_20260416,DJI_20250802080517_0002_V/ScenarioExtraction/cutin_scenarios/Ego_1713_CutIn_1721_Event1.xlsx,urban_expressway,straight_or_ramp_area,Changchun,Nan Fourth Ring Expressway near Changchun Water Group,congested,2025-08-02 07:21-08:41,40-60,normal,1713,1721,3157,"keyframe3; kinematic metrics, ttc_s, and thw_s use this frame; cutin_duration_s uses keyframe4-keyframe1; min_ttc_s uses feature.TTC_min_s",2759,2759,3157,3182,3182,59.245,75.006,15.761,9.476,,0.371,-0.806,14.1,,0.576,,0.004,-0.403,0.795,review,missing_required_metric
